,종목 코드,상승 확률,하락 확률,변동 없는 확률,상승 확률 높은 순위
692,003690,0.4959677419354839,0.45564516129032256,0.04838709677419355,294.0
1596,067160,0.4959677419354839,0.46774193548387094,0.036290322580645164,294.0
1084,104620,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
1701,086520,0.4959677419354839,0.4032258064516129,0.10080645161290322,294.0
1261,220630,0.4959677419354839,0.4435483870967742,0.06048387096774194,294.0
967,030190,0.4959677419354839,0.45161290322580644,0.05241935483870968,294.0
496,029530,0.4959677419354839,0.46774193548387094,0.036290322580645164,294.0
31,069730,0.4959677419354839,0.4637096774193548,0.04032258064516129,294.0
37,006360,0.4959677419354839,0.46774193548387094,0.036290322580645164,294.0
891,000850,0.4959677419354839,0.3790322580645161,0.125,294.0
1094,069140,0.4959677419354839,0.4879032258064516,0.016129032258064516,294.0
945,035900,0.4959677419354839,0.4798387096774194,0.024193548387096774,294.0
935,078150,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
1334,299910,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
1113,004780,0.4959677419354839,0.4838709677419355,0.020161290322580645,294.0
958,052900,0.4959677419354839,0.4717741935483871,0.03225806451612903,294.0
1116,317850,0.4959677419354839,0.4637096774193548,0.04032258064516129,294.0
981,184230,0.4959677419354839,0.45161290322580644,0.05241935483870968,294.0
1594,059120,0.4959677419354839,0.43548387096774194,0.06854838709677419,294.0
1504,025870,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
73,058850,0.4959677419354839,0.47580645161290325,0.028225806451612902,294.0
168,009140,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
841,012450,0.4959677419354839,0.47580645161290325,0.028225806451612902,294.0
1926,047560,0.4959677419354839,0.46774193548387094,0.036290322580645164,294.0
770,002200,0.4959677419354839,0.42338709677419356,0.08064516129032258,294.0
2163,110790,0.4959677419354839,0.45161290322580644,0.05241935483870968,294.0
104,008260,0.4959677419354839,0.4637096774193548,0.04032258064516129,294.0
1972,071200,0.4959677419354839,0.4717741935483871,0.03225806451612903,294.0
2148,126600,0.4959677419354839,0.4798387096774194,0.024193548387096774,294.0
215,003580,0.4959677419354839,0.46774193548387094,0.036290322580645164,294.0
777,023350,0.4959677419354839,0.4637096774193548,0.04032258064516129,294.0
2324,053300,0.4959677419354839,0.47580645161290325,0.028225806451612902,294.0
59,119650,0.4959677419354839,0.4879032258064516,0.016129032258064516,294.0
2242,022100,0.4959677419354839,0.4717741935483871,0.03225806451612903,294.0
2004,033100,0.4959677419354839,0.45161290322580644,0.05241935483870968,294.0
757,071090,0.4959677419354839,0.4032258064516129,0.10080645161290322,294.0
58,009440,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
158,000860,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
1836,131390,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
74,058860,0.4959677419354839,0.45564516129032256,0.04838709677419355,294.0
2328,054040,0.4959677419354839,0.46774193548387094,0.036290322580645164,294.0
2043,263860,0.4959677419354839,0.46774193548387094,0.036290322580645164,294.0
814,001750,0.4959677419354839,0.4314516129032258,0.07258064516129033,294.0
1831,032940,0.4959677419354839,0.4475806451612903,0.056451612903225805,294.0
557,097520,0.49193548387096775,0.4838709677419355,0.024193548387096774,353.5
979,040610,0.49193548387096775,0.47580645161290325,0.03225806451612903,353.5
961,060370,0.49193548387096775,0.47580645161290325,0.03225806451612903,353.5
1581,031310,0.49193548387096775,0.4637096774193548,0.04435483870967742,353.5
